        0     6e+06        10         0 
     0.01     6e+06        10    0.0143 
    0.189     6e+06      10.4     0.275 
     1.27     6e+06      12.7      2.05 
     4.59     6e+06      23.3      9.97 
     10.9     6e+06      68.3      43.8 
     17.7     6e+06       215       153 
       21     6e+06       386       282 
     23.1     6e+06       577       425 
     24.8     6e+06       790       585 
     26.1     6e+06  1.02e+03       754 
     27.2     6e+06  1.25e+03       931 
     28.2     6e+06  1.51e+03  1.12e+03 
     29.1     6e+06  1.78e+03  1.33e+03 
     29.9     6e+06  2.07e+03  1.54e+03 
     30.5     6e+06  2.36e+03  1.76e+03 
     31.2     6e+06  2.66e+03  1.99e+03 
     31.8  5.99e+06  2.97e+03  2.22e+03 
     32.3  5.99e+06   3.3e+03  2.47e+03 
     32.8  5.99e+06  3.63e+03  2.72e+03 
     33.3  5.99e+06  3.98e+03  2.98e+03 
     33.8  5.99e+06  4.33e+03  3.24e+03 
     34.2  5.99e+06   4.7e+03  3.52e+03 
     34.6  5.99e+06  5.08e+03  3.81e+03 
       35  5.99e+06  5.47e+03   4.1e+03 
     35.4  5.99e+06  5.87e+03   4.4e+03 
     35.7  5.99e+06  6.28e+03  4.71e+03 
       36  5.99e+06   6.7e+03  5.02e+03 
     36.4  5.99e+06  7.12e+03  5.34e+03 
     36.7  5.99e+06  7.55e+03  5.67e+03 
       37  5.99e+06  7.99e+03     6e+03 
     37.3  5.99e+06  8.43e+03  6.33e+03 
     37.5  5.98e+06  8.88e+03  6.67e+03 
     37.8  5.98e+06  9.33e+03  7.01e+03 
     38.1  5.98e+06  9.79e+03  7.35e+03 
     38.3  5.98e+06  1.03e+04   7.7e+03 
     38.5  5.98e+06  1.07e+04  8.05e+03 
     38.8  5.98e+06  1.12e+04  8.41e+03 
       39  5.98e+06  1.17e+04  8.77e+03 
     39.2  5.98e+06  1.22e+04  9.14e+03 
     39.4  5.98e+06  1.26e+04  9.51e+03 
     39.6  5.98e+06  1.31e+04  9.88e+03 
     39.8  5.98e+06  1.36e+04  1.03e+04 
       40  5.98e+06  1.41e+04  1.06e+04 
     40.2  5.97e+06  1.47e+04   1.1e+04 
     40.4  5.97e+06  1.52e+04  1.14e+04 
     40.5  5.97e+06  1.57e+04  1.18e+04 
     40.7  5.97e+06  1.62e+04  1.22e+04 
     40.9  5.97e+06  1.67e+04  1.26e+04 
     41.1  5.97e+06  1.73e+04   1.3e+04 
     41.2  5.97e+06  1.78e+04  1.34e+04 
     41.4  5.97e+06  1.84e+04  1.38e+04 
     41.5  5.97e+06  1.89e+04  1.42e+04 
     41.7  5.97e+06  1.95e+04  1.47e+04 
     41.8  5.96e+06     2e+04  1.51e+04 
       42  5.96e+06  2.06e+04  1.55e+04 
     42.1  5.96e+06  2.11e+04  1.59e+04 
     42.3  5.96e+06  2.17e+04  1.64e+04 
     42.4  5.96e+06  2.23e+04  1.68e+04 
     42.5  5.96e+06  2.29e+04  1.72e+04 
     42.7  5.96e+06  2.34e+04  1.77e+04 
     42.8  5.96e+06   2.4e+04  1.81e+04 
     42.9  5.96e+06  2.46e+04  1.86e+04 
     43.1  5.96e+06  2.52e+04   1.9e+04 
     43.2  5.95e+06  2.58e+04  1.95e+04 
     43.3  5.95e+06  2.64e+04  1.99e+04 
     43.4  5.95e+06   2.7e+04  2.04e+04 
     43.5  5.95e+06  2.76e+04  2.09e+04 
     43.7  5.95e+06  2.82e+04  2.13e+04 
     43.8  5.95e+06  2.89e+04  2.18e+04 
     43.9  5.95e+06  2.95e+04  2.23e+04 
       44  5.95e+06  3.01e+04  2.28e+04 
     44.1  5.95e+06  3.07e+04  2.32e+04 
     44.2  5.94e+06  3.14e+04  2.37e+04 
     44.3  5.94e+06   3.2e+04  2.42e+04 
     44.4  5.94e+06  3.27e+04  2.47e+04 
     44.5  5.94e+06  3.33e+04  2.52e+04 
     44.6  5.94e+06   3.4e+04  2.57e+04 
     44.8  5.94e+06  3.46e+04  2.62e+04 
     44.9  5.94e+06  3.53e+04  2.67e+04 
       45  5.94e+06  3.59e+04  2.72e+04 
     45.1  5.94e+06  3.66e+04  2.77e+04 
     45.1  5.93e+06  3.73e+04  2.82e+04 
     45.2  5.93e+06   3.8e+04  2.87e+04 
     45.3  5.93e+06  3.86e+04  2.93e+04 
     45.4  5.93e+06  3.93e+04  2.98e+04 
     45.5  5.93e+06     4e+04  3.03e+04 
     45.6  5.93e+06  4.07e+04  3.08e+04 
     45.7  5.93e+06  4.14e+04  3.14e+04 
     45.8  5.93e+06  4.21e+04  3.19e+04 
     45.9  5.92e+06  4.28e+04  3.24e+04 
       46  5.92e+06  4.35e+04   3.3e+04 
     46.1  5.92e+06  4.42e+04  3.35e+04 
     46.1  5.92e+06  4.49e+04  3.41e+04 
     46.2  5.92e+06  4.56e+04  3.46e+04 
     46.3  5.92e+06  4.63e+04  3.52e+04 
     46.4  5.92e+06   4.7e+04  3.57e+04 
     46.5  5.92e+06  4.78e+04  3.63e+04 
     46.6  5.91e+06  4.85e+04  3.68e+04 
     46.6  5.91e+06  4.92e+04  3.74e+04 
     46.7  5.91e+06     5e+04   3.8e+04 
     46.8  5.91e+06  5.07e+04  3.85e+04 
     46.9  5.91e+06  5.14e+04  3.91e+04 
       47  5.91e+06  5.22e+04  3.97e+04 
       47  5.91e+06  5.29e+04  4.02e+04 
     47.1  5.91e+06  5.37e+04  4.08e+04 
     47.2   5.9e+06  5.44e+04  4.14e+04 
     47.3   5.9e+06  5.52e+04   4.2e+04 
     47.3   5.9e+06   5.6e+04  4.26e+04 
     47.4   5.9e+06  5.67e+04  4.32e+04 
     47.5   5.9e+06  5.75e+04  4.38e+04 
     47.5   5.9e+06  5.83e+04  4.44e+04 
     47.6   5.9e+06   5.9e+04  4.49e+04 
     47.7  5.89e+06  5.98e+04  4.55e+04 
     47.8  5.89e+06  6.06e+04  4.62e+04 
     47.8  5.89e+06  6.14e+04  4.68e+04 
     47.9  5.89e+06  6.22e+04  4.74e+04 
       48  5.89e+06  6.29e+04   4.8e+04 
       48  5.89e+06  6.37e+04  4.86e+04 
     48.1  5.89e+06  6.45e+04  4.92e+04 
     48.2  5.88e+06  6.53e+04  4.98e+04 
     48.2  5.88e+06  6.61e+04  5.05e+04 
     48.3  5.88e+06  6.69e+04  5.11e+04 
     48.4  5.88e+06  6.78e+04  5.17e+04 
     48.4  5.88e+06  6.86e+04  5.23e+04 
     48.5  5.88e+06  6.94e+04   5.3e+04 
     48.6  5.88e+06  7.02e+04  5.36e+04 
     48.6  5.87e+06   7.1e+04  5.42e+04 
     48.7  5.87e+06  7.18e+04  5.49e+04 
     48.8  5.87e+06  7.27e+04  5.55e+04 
     48.8  5.87e+06  7.35e+04  5.62e+04 
     48.9  5.87e+06  7.43e+04  5.68e+04 
     48.9  5.87e+06  7.52e+04  5.75e+04 
       49  5.87e+06   7.6e+04  5.81e+04 
     49.1  5.86e+06  7.68e+04  5.88e+04 
     49.1  5.86e+06  7.77e+04  5.95e+04 
     49.2  5.86e+06  7.85e+04  6.01e+04 
     49.2  5.86e+06  7.94e+04  6.08e+04 
     49.3  5.86e+06  8.02e+04  6.15e+04 
     49.4  5.86e+06  8.11e+04  6.21e+04 
     49.4  5.86e+06   8.2e+04  6.28e+04 
     49.5  5.85e+06  8.28e+04  6.35e+04 
     49.5  5.85e+06  8.37e+04  6.41e+04 
     49.6  5.85e+06  8.46e+04  6.48e+04 
     49.6  5.85e+06  8.54e+04  6.55e+04 
     49.7  5.85e+06  8.63e+04  6.62e+04 
     49.7  5.85e+06  8.72e+04  6.69e+04 
     49.8  5.84e+06  8.81e+04  6.76e+04 
     49.9  5.84e+06  8.89e+04  6.83e+04 
     49.9  5.84e+06  8.98e+04   6.9e+04 
       50  5.84e+06  9.07e+04  6.97e+04 
       50  5.84e+06  9.16e+04  7.04e+04 
     50.1  5.84e+06  9.25e+04  7.11e+04 
     50.1  5.83e+06  9.34e+04  7.18e+04 
     50.2  5.83e+06  9.43e+04  7.25e+04 
