    0.693    -0.358     0.278    -0.713    -0.355      1.07    0.0773      1.08    -0.567    -0.961    0.0999    -0.121     0.467 
    0.697    -0.354     0.276    -0.717    -0.355      1.07    0.0792      1.08    -0.574    -0.956     0.107    -0.124     0.467 
    0.701     -0.35     0.273     -0.72    -0.354      1.07     0.081      1.08     -0.58    -0.951     0.113    -0.127     0.467 
    0.704    -0.346     0.271    -0.724    -0.354      1.07    0.0828      1.08    -0.587    -0.946      0.12     -0.13     0.467 
    0.708    -0.341     0.269    -0.728    -0.354      1.07    0.0847      1.07    -0.594    -0.941     0.126    -0.133     0.467 
    0.712    -0.337     0.267    -0.731    -0.353      1.07    0.0865      1.07      -0.6    -0.936     0.133    -0.136     0.467 
    0.716    -0.333     0.264    -0.735    -0.352      1.07    0.0884      1.07    -0.606    -0.931     0.139    -0.139     0.467 
     0.72    -0.329     0.262    -0.739    -0.352      1.07    0.0902      1.07    -0.613    -0.926     0.146    -0.142     0.467 
    0.724    -0.325     0.259    -0.742    -0.351      1.07    0.0921      1.07    -0.619    -0.921     0.152    -0.145     0.467 
    0.728     -0.32     0.257    -0.746    -0.351      1.07    0.0939      1.06    -0.625    -0.916     0.158    -0.148     0.467 
    0.732    -0.316     0.254     -0.75     -0.35      1.07    0.0958      1.06    -0.631     -0.91     0.164    -0.151     0.467 
    0.736    -0.312     0.252    -0.753    -0.349      1.07    0.0976      1.06    -0.637    -0.905      0.17    -0.154     0.467 
     0.74    -0.308     0.249    -0.757    -0.349      1.06    0.0995      1.06    -0.643      -0.9     0.176    -0.158     0.467 
    0.744    -0.303     0.247    -0.761    -0.348      1.06     0.101      1.06    -0.649    -0.894     0.182    -0.161     0.467 
    0.748    -0.299     0.244    -0.764    -0.347      1.06     0.103      1.05    -0.655    -0.889     0.188    -0.164     0.467 
    0.752    -0.295     0.241    -0.768    -0.346      1.06     0.105      1.05    -0.661    -0.883     0.194    -0.167     0.467 
    0.756    -0.291     0.239    -0.771    -0.346      1.06     0.107      1.05    -0.667    -0.878       0.2    -0.171     0.467 
     0.76    -0.286     0.236    -0.775    -0.345      1.06     0.109      1.05    -0.672    -0.872     0.206    -0.174     0.467 
    0.764    -0.282     0.233    -0.778    -0.344      1.06     0.111      1.04    -0.678    -0.866     0.211    -0.177     0.467 
    0.768    -0.278      0.23    -0.782    -0.343      1.06     0.113      1.04    -0.683    -0.861     0.217    -0.181     0.467 
    0.772    -0.274     0.228    -0.785    -0.342      1.06     0.115      1.04    -0.689    -0.855     0.222    -0.184     0.466 
    0.777    -0.269     0.225    -0.789    -0.341      1.06     0.117      1.04    -0.694    -0.849     0.228    -0.187     0.466 
    0.781    -0.265     0.222    -0.792     -0.34      1.06     0.118      1.03    -0.699    -0.843     0.233    -0.191     0.466 
    0.785    -0.261     0.219    -0.796    -0.339      1.06      0.12      1.03    -0.704    -0.837     0.238    -0.194     0.466 
    0.789    -0.257     0.216    -0.799    -0.338      1.06     0.122      1.03     -0.71    -0.832     0.243    -0.198     0.466 
    0.793    -0.252     0.213    -0.803    -0.337      1.06     0.124      1.03    -0.715    -0.826     0.249    -0.201     0.466 
    0.797    -0.248      0.21    -0.806    -0.336      1.05     0.126      1.02     -0.72     -0.82     0.254    -0.205     0.466 
    0.801    -0.244     0.207    -0.809    -0.335      1.05     0.128      1.02    -0.724    -0.814     0.259    -0.208     0.466 
    0.805     -0.24     0.204    -0.813    -0.334      1.05      0.13      1.02    -0.729    -0.808     0.264    -0.212     0.466 
     0.81    -0.235     0.201    -0.816    -0.333      1.05     0.132      1.02    -0.734    -0.802     0.268    -0.215     0.466 
